"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","dicarboxylic acid metabolic process","GO:0043648","false","0.0001492312091187707","3.8261403422073057","84","94","9","14711","PHYH,ASS1,KYNU,PCK1,ALDH1L1,PRODH2,NR1H4,TAT,HOGA1"
"GO:BP","ribose phosphate metabolic process","GO:0019693","false","0.00015989982338937136","3.796152015935215","336","94","15","14711","PID1,CFH,KYNU,UPP2,TDO2,DPYD,UOX,SLC25A13,AASS,ABCC6,ACSL1,NUDT7,ADK,DPYS,PPARA"
"GO:BP","response to glucocorticoid","GO:0051384","false","0.00024589177623289766","3.609255995850127","121","94","10","14711","CPS1,ASS1,PCK1,HSD3B3,ERRFI1,POR,ARG1,TAT,EGFR,GHR"
"GO:BP","cellular response to hormone stimulus","GO:0032870","false","0.0002887938795029256","3.539412015140739","468","94","17","14711","CPS1,PID1,ASS1,PLCB1,PCK1,CYP7B1,ERRFI1,POR,ADIPOR2,ARG1,NR1H4,ACSL1,THRB,EGFR,FBP1,GHR,PPARA"
"GO:BP","purine-containing compound metabolic process","GO:0072521","false","0.0003696740496740461","3.432181034898692","415","94","16","14711","PID1,CFH,KYNU,TDO2,FMO5,DPYD,UOX,SLC25A13,AASS,ALDH1L1,ABCC6,ACSL1,NUDT7,ADK,PPARA,GNMT"
"GO:BP","cellular response to fatty acid","GO:0071398","true","0.000601376422652797","3.2208536026946115","26","94","6","14711","CPS1,PID1,ASS1,PLCB1,ADIPOR2,NR1H4"
"GO:BP","response to corticosteroid","GO:0031960","false","0.0006621772262286497","3.1790257596958598","134","94","10","14711","CPS1,ASS1,PCK1,HSD3B3,ERRFI1,POR,ARG1,TAT,EGFR,GHR"
"GO:BP","response to fatty acid","GO:0070542","false","0.000885345799529204","3.052887068855805","47","94","7","14711","CPS1,PID1,ASS1,PLCB1,ADIPOR2,NR1H4,ACSL1"
"GO:BP","aromatic amino acid family catabolic process","GO:0009074","false","0.0013656600479339245","2.8646573955891266","15","94","5","14711","KYNU,TDO2,PAH,TAT,HGD"
"GO:BP","urea cycle","GO:0000050","false","0.0026958348787367256","2.5693067120809374","7","94","4","14711","CPS1,ASS1,OTC,ARG1"
"GO:BP","carboxylic acid transport","GO:0046942","true","0.0036901228838350387","2.4329591712710563","254","94","12","14711","ABCB11,SLC27A2,SLC25A13,ABCC6,ARG1,NR1H4,SLC7A2,ACSL1,SLC38A3,SLC38A4,SLC22A30,ABCC2"
"GO:BP","organic acid transport","GO:0015849","false","0.0038522690619917062","2.414283387160842","255","94","12","14711","ABCB11,SLC27A2,SLC25A13,ABCC6,ARG1,NR1H4,SLC7A2,ACSL1,SLC38A3,SLC38A4,SLC22A30,ABCC2"
"GO:BP","response to steroid hormone","GO:0048545","false","0.004195825040947193","2.3771826294716565","257","94","12","14711","CPS1,ASS1,PCK1,CYP7B1,HSD3B3,ERRFI1,POR,ARG1,TAT,EGFR,GHR,PPARA"
"GO:BP","cellular response to glucagon stimulus","GO:0071377","false","0.005365285920369546","2.270407129181713","8","94","4","14711","CPS1,ASS1,PCK1,ARG1"
"GO:BP","midgut development","GO:0007494","true","0.005365285920369546","2.270407129181713","8","94","4","14711","CPS1,ASS1,OTC,EGFR"
"GO:BP","glutamine family amino acid metabolic process","GO:0009064","false","0.005711542651369513","2.2432465757309483","61","94","7","14711","CPS1,ASS1,OTC,PRODH2,ARG1,NR1H4,TAT"
"GO:BP","purine nucleotide metabolic process","GO:0006163","false","0.007047286440773316","2.151978076009605","384","94","14","14711","PID1,CFH,KYNU,TDO2,FMO5,UOX,SLC25A13,AASS,ALDH1L1,ABCC6,ACSL1,NUDT7,ADK,PPARA"
"GO:BP","response to ketone","GO:1901654","false","0.010895587549151667","1.962749345273234","180","94","10","14711","CPS1,ASS1,PCK1,HSD3B3,ERRFI1,POR,ARG1,TAT,EGFR,FBP1"
"GO:BP","response to metal ion","GO:0010038","true","0.011936324934412183","1.9231293672087553","283","94","12","14711","CPS1,ASS1,SORD,OTC,SLC25A13,ABCC6,ARG1,TAT,EGFR,FBP1,GPHN,ABCC2"
"GO:BP","cellular response to xenobiotic stimulus","GO:0071466","true","0.015877590555600528","1.7992154016444406","143","94","9","14711","AOX3,ABCB11,FMO5,CYP2J5,NR1H4,ACSL1,EGFR,FBP1,ABCC2"
"GO:BP","organic anion transport","GO:0015711","false","0.017973557885692295","1.7453659453073174","294","94","12","14711","ABCB11,SLC27A2,SLC25A13,ABCC6,ARG1,NR1H4,SLC7A2,ACSL1,SLC38A3,SLC38A4,SLC22A30,ABCC2"
"GO:BP","response to peptide hormone","GO:0043434","false","0.018310553628628625","1.7372985243917212","353","94","13","14711","CPS1,PID1,ASS1,PLCB1,PCK1,OTC,ERRFI1,POR,ARG1,NR1H4,FBP1,GHR,PPARA"
"GO:BP","amide catabolic process","GO:0043605","false","0.018470518857474794","1.7335209045720388","24","94","5","14711","KYNU,TDO2,UOX,AASS,PRODH2"
"GO:BP","carboxylic acid biosynthetic process","GO:0046394","false","0.024202033133144445","1.6161481488370684","247","94","11","14711","ASS1,KYNU,SLC27A2,OTC,CYP7B1,DPYD,MLXIPL,AASS,PAH,BHMT,HOGA1"
"GO:BP","organic acid biosynthetic process","GO:0016053","false","0.027284915006864467","1.564077394715992","250","94","11","14711","ASS1,KYNU,SLC27A2,OTC,CYP7B1,DPYD,MLXIPL,AASS,PAH,BHMT,HOGA1"
"GO:BP","purine ribonucleotide metabolic process","GO:0009150","false","0.029510184936163426","1.530028068829298","308","94","12","14711","PID1,CFH,KYNU,TDO2,UOX,SLC25A13,AASS,ABCC6,ACSL1,NUDT7,ADK,PPARA"
"GO:BP","aromatic amino acid metabolic process","GO:0009072","false","0.0345548066713299","1.4614915324970523","27","94","5","14711","KYNU,TDO2,PAH,TAT,HGD"
"GO:BP","sulfur compound metabolic process","GO:0006790","true","0.035864282850779514","1.4453378489791946","257","94","11","14711","CPS1,KYNU,TDO2,AASS,ACSL1,NUDT7,MAT1A,BHMT,GHR,GNMT,ABCC2"
"GO:BP","cellular response to peptide hormone stimulus","GO:0071375","false","0.040216908950746984","1.3955913120888939","260","94","11","14711","CPS1,PID1,ASS1,PLCB1,PCK1,ERRFI1,POR,ARG1,NR1H4,FBP1,GHR"
"GO:BP","deoxyribonucleoside monophosphate metabolic process","GO:0009162","true","0.04185497963113752","1.3782528650859593","28","94","5","14711","UPP2,DPYD,UOX,ADK,DPYS"
"KEGG","Arginine biosynthesis","KEGG:00220","false","0.00016411294493841712","3.7848571612162916","15","94","4","14711","CPS1,ASS1,OTC,ARG1"
"KEGG","Biosynthesis of amino acids","KEGG:01230","false","0.0001967305616693912","3.706128168126554","61","94","6","14711","CPS1,ASS1,OTC,ARG1,PAH,MAT1A"
"KEGG","PPAR signaling pathway","KEGG:03320","false","0.00589180127110813","2.2297519102198806","68","94","5","14711","SLC27A2,PCK1,ACSL1,ACOX1,PPARA"
"KEGG","Complement and coagulation cascades","KEGG:04610","false","0.00883437564007126","2.05382413836473","74","94","5","14711","CFHR2,CFH,SERPINC1,KNG1,PLG"
"KEGG","Tryptophan metabolism","KEGG:00380","false","0.009723241426197163","2.0121889306665683","40","94","4","14711","AOX3,DHTKD1,KYNU,TDO2"
"KEGG","Peroxisome","KEGG:04146","false","0.01279268120572054","1.893038422619503","80","94","5","14711","PHYH,SLC27A2,ACSL1,NUDT7,ACOX1"
"KEGG","Phenylalanine, tyrosine and tryptophan biosynthesis","KEGG:00400","false","0.03238200279064662","1.4896962941241036","5","94","2","14711","PAH,TAT"
"KEGG","Steroid hormone biosynthesis","KEGG:00140","false","0.03372708413736584","1.4720212039572864","55","94","4","14711","CYP7B1,HSD3B3,CYP3A25,HSD17B2"
"KEGG","beta-Alanine metabolism","KEGG:00410","false","0.037657489870214805","1.4241486320582353","24","94","3","14711","DPYD,ACOX1,DPYS"
"KEGG","Adipocytokine signaling pathway","KEGG:04920","false","0.03868422572943388","1.4124660911884288","57","94","4","14711","PCK1,ADIPOR2,ACSL1,PPARA"
"KEGG","Tyrosine metabolism","KEGG:00350","false","0.042595116519632686","1.3706401893984292","25","94","3","14711","AOX3,TAT,HGD"
"REAC","Metabolism of amino acids and derivatives","REAC:R-MMU-71291","false","4.304515730823195e-12","11.366075700717019","207","94","17","14711","CPS1,DHTKD1,ASS1,KYNU,OTC,TDO2,SLC25A13,AASS,PRODH2,ARG1,PAH,TAT,MAT1A,BHMT,HGD,GNMT,HOGA1"
"REAC","Urea cycle","REAC:R-MMU-70635","false","0.000033119048891170036","4.479922143724344","8","94","4","14711","CPS1,ASS1,OTC,ARG1"
"REAC","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol","REAC:R-MMU-193368","false","0.002656916000661887","2.5756221757461737","21","94","4","14711","ABCB11,SLC27A2,CYP7B1,NR1H4"
"REAC","Glyoxylate metabolism and glycine degradation","REAC:R-MMU-389661","false","0.007565546799878966","2.121159677873672","27","94","4","14711","DHTKD1,PRODH2,GNMT,HOGA1"
"REAC","Pyrimidine catabolism","REAC:R-MMU-73621","false","0.009058745474617456","2.0429319426295542","10","94","3","14711","UPP2,DPYD,DPYS"
"REAC","Phenylalanine and tyrosine metabolism","REAC:R-MMU-8963691","false","0.009058745474617456","2.0429319426295542","10","94","3","14711","PAH,TAT,HGD"
"REAC","Metabolism of steroids","REAC:R-MMU-8957322","false","0.009263169485686807","2.0332403897081863","94","94","6","14711","ABCB11,SLC27A2,CYP7B1,HSD3B3,NR1H4,HSD17B2"
"REAC","Metabolism of lipids","REAC:R-MMU-556833","false","0.01091619841883977","1.9619285789544993","460","94","12","14711","ETNK2,PHYH,ABCB11,SLC27A2,CYP7B1,HSD3B3,NR1H4,ACSL1,HSD17B2,ACOX1,PCYT2,PPARA"
"REAC","Synthesis of bile acids and bile salts","REAC:R-MMU-192105","false","0.011641855871616424","1.9339777816659067","30","94","4","14711","ABCB11,SLC27A2,CYP7B1,NR1H4"
"REAC","Bile acid and bile salt metabolism","REAC:R-MMU-194068","false","0.027113077415886318","1.566821185891059","37","94","4","14711","ABCB11,SLC27A2,CYP7B1,NR1H4"
"WP","Amino acid metabolism","WP:WP662","false","0.0000033924249881843537","5.469489746491446","88","94","8","14711","CPS1,ASS1,PCK1,OTC,TDO2,ARG1,TAT,BHMT"
"WP","One-carbon metabolism and related pathways","WP:WP1770","false","0.00037310620993295156","3.4281675225561425","45","94","5","14711","ETNK2,MAT1A,PCYT2,BHMT,GNMT"
"WP","Nuclear receptors in lipid metabolism and toxicity","WP:WP431","false","0.0009575145168596817","3.018854632978909","27","94","4","14711","ABCB11,NR1H4,PPARA,ABCC2"
"WP","PPAR signaling pathway","WP:WP2316","false","0.001960565736333855","2.707618591543608","63","94","5","14711","SLC27A2,PCK1,ACSL1,ACOX1,PPARA"
"WP","One-carbon metabolism","WP:WP435","false","0.02879540399747481","1.5406768239705673","28","94","3","14711","ALDH1L1,MAT1A,BHMT"
"WP","Steroid biosynthesis","WP:WP55","false","0.04309220440316711","1.3656012887929543","8","94","2","14711","HSD3B3,HSD17B2"
"HP","Abnormal circulating carboxylic acid concentration","HP:0004354","false","6.976609945595483e-12","11.156355557257474","270","94","19","14711","CPS1,ASS1,KYNU,ABCB11,PCK1,OTC,CYP7B1,SLC25A13,AASS,ARG1,PAH,NR1H4,TAT,ADK,MAT1A,FBP1,GPHN,GNMT,ABCC2"
"HP","Abnormal circulating proteinogenic amino acid concentration","HP:0033107","false","1.6835964527354928e-11","10.773761997962637","90","94","13","14711","CPS1,ASS1,KYNU,OTC,SLC25A13,AASS,ARG1,PAH,TAT,ADK,MAT1A,GPHN,GNMT"
"HP","Abnormal circulating amino acid concentration","HP:0003112","false","2.025861961167091e-11","10.693390150064486","144","94","15","14711","CPS1,ASS1,KYNU,PCK1,OTC,SLC25A13,AASS,ARG1,PAH,TAT,ADK,MAT1A,FBP1,GPHN,GNMT"
"HP","Abnormal circulating citrulline concentration","HP:0011965","false","5.370850632644003e-7","6.269956925509533","16","94","6","14711","CPS1,ASS1,PCK1,OTC,SLC25A13,AASS"
"HP","Abnormal circulating non-proteinogenic amino acid concentration","HP:0033109","false","0.000003547073838252171","5.450129770870685","21","94","6","14711","CPS1,ASS1,PCK1,OTC,SLC25A13,AASS"
"HP","Abnormal circulating sulfur amino acid concentration","HP:0004339","false","0.000006531130870803824","5.185011613758996","23","94","6","14711","SLC25A13,AASS,ADK,MAT1A,GPHN,GNMT"
"HP","Abnormal circulating nitrogen compound concentration","HP:0004364","false","0.000024625183164063956","4.608620530501562","140","94","10","14711","CPS1,ASS1,OTC,SLC25A13,AASS,ARG1,NR1H4,FBP1,GPHN,DPYS"
"HP","Abnormal urine metabolite level","HP:0033354","false","0.000026489338431795643","4.576928888022451","448","94","16","14711","CPS1,DHTKD1,ASS1,KYNU,PCK1,OTC,DPYD,MLXIPL,SLC25A13,AASS,ARG1,TAT,FBP1,GPHN,DPYS,HGD"
"HP","Abnormal circulating arginine concentration","HP:0010909","false","0.000028318052128032545","4.547936623127071","6","94","4","14711","CPS1,ASS1,SLC25A13,ARG1"
"HP","Aminoaciduria","HP:0003355","false","0.000034118517559708254","4.467009847071486","108","94","9","14711","CPS1,DHTKD1,KYNU,OTC,SLC25A13,AASS,ARG1,GPHN,HGD"
"HP","Hyperammonemia","HP:0001987","false","0.00015622384812489305","3.8062526688039178","62","94","7","14711","CPS1,ASS1,OTC,SLC25A13,AASS,ARG1,NR1H4"
"HP","Abnormal circulating aspartate family amino acid concentration","HP:0010899","false","0.00016767938361632697","3.7755203311450787","20","94","5","14711","SLC25A13,AASS,ADK,MAT1A,GNMT"
"HP","Azotemia","HP:0002157","false","0.00017121069854203542","3.7664691008002276","130","94","9","14711","CPS1,ASS1,OTC,SLC25A13,AASS,ARG1,NR1H4,FBP1,GPHN"
"HP","Hypermethioninemia","HP:0003235","false","0.0002343966633678587","3.6300485747838143","9","94","4","14711","SLC25A13,ADK,MAT1A,GNMT"
"HP","Abnormal circulating glutamine family amino acid concentration","HP:0010902","false","0.00028194676073028865","3.5498328906306638","22","94","5","14711","CPS1,ASS1,OTC,SLC25A13,ARG1"
"HP","Abnormal enzyme/coenzyme activity","HP:0012379","false","0.0005758808509562669","3.2396673622797683","491","94","15","14711","ABCB11,PCK1,OTC,CYP7B1,DPYD,SLC25A13,AASS,ABCC6,NR1H4,ADK,ACOX1,FBP1,GPHN,DPYS,GNMT"
"HP","Hyperbilirubinemia","HP:0002904","false","0.0015072479972525327","2.821815284528625","86","94","7","14711","ABCB11,CYP7B1,SLC25A13,NR1H4,ADK,FBP1,ABCC2"
"HP","Abnormal circulating bilirubin concentration","HP:0033479","false","0.0015072479972525327","2.821815284528625","86","94","7","14711","ABCB11,CYP7B1,SLC25A13,NR1H4,ADK,FBP1,ABCC2"
"HP","Elevated circulating alanine aminotransferase concentration","HP:0031964","false","0.001591422939132329","2.7982143862103483","55","94","6","14711","PCK1,OTC,CYP7B1,SLC25A13,NR1H4,ADK"
"HP","Vomiting","HP:0002013","false","0.001701089163829398","2.769272921928749","275","94","11","14711","CPS1,ASS1,KYNU,OTC,HSD3B3,SLC25A13,AASS,ABCC6,ARG1,EGFR,FBP1"
"HP","Neonatal onset","HP:0003623","false","0.00282211860136093","2.5494247386914313","233","94","10","14711","CPS1,ASS1,KYNU,OTC,CYP7B1,ARG1,NR1H4,ADK,SLC38A3,GPHN"
"HP","Asterixis","HP:0012164","false","0.0030528633045499133","2.5152926412987","5","94","3","14711","ABCB11,SLC25A13,NR1H4"
"HP","Protein avoidance","HP:0002038","false","0.0030528633045499133","2.5152926412987","5","94","3","14711","CPS1,ASS1,OTC"
"HP","Abnormal circulating methionine concentration","HP:0010901","false","0.003271527569314043","2.4852494155305247","16","94","4","14711","SLC25A13,ADK,MAT1A,GNMT"
"HP","Abnormal circulating aromatic amino acid concentration","HP:0004338","false","0.003271527569314043","2.4852494155305247","16","94","4","14711","KYNU,SLC25A13,PAH,TAT"
"HP","Nausea and vomiting","HP:0002017","false","0.004157329676284969","2.3811855345714195","431","94","13","14711","CPS1,ASS1,KYNU,OTC,HSD3B3,MLXIPL,SLC25A13,AASS,ABCC6,ARG1,PAH,EGFR,FBP1"
"HP","Respiratory alkalosis","HP:0001950","false","0.006077408556971768","2.216281566997393","6","94","3","14711","CPS1,ASS1,OTC"
"HP","Irritability","HP:0000737","false","0.006605356066214793","2.1801037664787835","201","94","9","14711","CPS1,ASS1,OTC,DPYD,SLC25A13,ABCC6,ARG1,ACOX1,FBP1"
"HP","Abnormal circulating dicarboxylic acid concentration","HP:0010995","false","0.008882335796615742","2.0514728123534502","112","94","7","14711","ABCB11,CYP7B1,SLC25A13,NR1H4,ADK,FBP1,ABCC2"
"HP","Prolonged prothrombin time","HP:0008151","false","0.009270312166303845","2.032905641279391","43","94","5","14711","OTC,CYP7B1,SLC25A13,NR1H4,ADK"
"HP","Abnormal prothrombin time","HP:0032199","false","0.0104062473567072","1.982705855128793","44","94","5","14711","OTC,CYP7B1,SLC25A13,NR1H4,ADK"
"HP","Oroticaciduria","HP:0003218","false","0.010586150922040814","1.975261918757532","7","94","3","14711","ASS1,OTC,ARG1"
"HP","Abnormality of prothrombin","HP:0012200","false","0.011648193871077513","1.9337414096280094","45","94","5","14711","OTC,CYP7B1,SLC25A13,NR1H4,ADK"
"HP","Abnormality of the coagulation cascade","HP:0003256","false","0.013245691515084375","1.8779253636524613","119","94","7","14711","SERPINC1,OTC,CYP7B1,SLC25A13,NR1H4,ADK,PLG"
"HP","Cholestasis","HP:0001396","false","0.013701338894191695","1.8632369915335527","220","94","9","14711","KYNU,ABCB11,ATP11C,CYP7B1,SLC25A13,ARG1,NR1H4,ADK,ABCC2"
"HP","Persistent pupillary membrane","HP:0009917","false","0.016859325095942825","1.7731598148224583","8","94","3","14711","MUG1,MUG2,COL18A1"
"HP","Iris transillumination defect","HP:0012805","false","0.016859325095942825","1.7731598148224583","8","94","3","14711","MUG1,MUG2,COL18A1"
"HP","Coma","HP:0001259","false","0.017950093778162708","1.745933278159077","83","94","6","14711","CPS1,ASS1,KYNU,OTC,SLC25A13,FBP1"
"HP","Elevated hepatic transaminase","HP:0002910","false","0.018304050360973215","1.737452797986355","288","94","10","14711","ABCB11,PCK1,OTC,CYP7B1,SLC25A13,NR1H4,ADK,ACOX1,FBP1,GNMT"
"HP","Abnormality of coagulation","HP:0001928","false","0.02024703967201015","1.6936384661823518","176","94","8","14711","SERPINC1,OTC,CYP7B1,SLC25A13,NR1H4,ADK,PLG,ABCC2"
"HP","Cerebral edema","HP:0002181","false","0.021758739245896386","1.6623662723200334","25","94","4","14711","CPS1,ASS1,OTC,SLC25A13"
"HP","Dermatological manifestations of systemic disorders","HP:0001005","false","0.0265007830001684","1.576741294077201","239","94","9","14711","KYNU,ABCB11,PCK1,ATP11C,CYP7B1,SLC25A13,ABCC6,NR1H4,ABCC2"
"HP","Abnormal urine carboxylic acid level","HP:0031980","false","0.04124844441893432","1.3845924251264614","96","94","6","14711","DHTKD1,ASS1,OTC,ARG1,TAT,HGD"
"HP","Abnormality of the biliary system","HP:0004297","false","0.04166065528058604","1.3802739033151936","317","94","10","14711","KYNU,ABCB11,ATP11C,CYP7B1,MLXIPL,SLC25A13,ARG1,NR1H4,ADK,ABCC2"
"HP","Abnormal circulating glutamine concentration","HP:0010903","false","0.04898753701907566","1.3099143953245231","11","94","3","14711","ASS1,OTC,SLC25A13"
"HP","Low plasma citrulline","HP:0003572","false","0.04898753701907566","1.3099143953245231","11","94","3","14711","CPS1,PCK1,OTC"
