"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","monocarboxylic acid catabolic process","GO:0072329","false","0.00006170574814534588","4.2096743777572465","132","337","18","14711","HAO1,ABCD3,SCP2,ECHDC2,AKR1D1,FAH,LONP2,ACOX2,ACAT1,ACAD11,ACAA1B,ECI2,AGXT2,ACAT3,CYP4F15,HSD17B4,ACAA2,CPT1A"
"GO:BP","organic hydroxy compound transport","GO:0015850","true","0.00017631792120833149","3.7537035431383856","212","337","22","14711","ABCD3,ABCA1,SCP2,SCARB1,LPCAT3,SLCO1B2,CES1C,LDLR,LIPC,SEC24A,ABCA8A,APOB,ABAT,GRAMD1C,ABCG5,ABCG8,OSBPL1A,ATP8B1,RBP4,PON1,ABCB4,AQP9"
"GO:BP","lipid transport","GO:0006869","false","0.0001775235600982116","3.750744001247516","335","337","28","14711","HDLBP,ABCD3,ABCA1,SCP2,SCARB1,LPCAT3,SLCO1B2,DENND5B,STARD10,CES1C,LDLR,LIPC,SLC25A20,SEC24A,PITPNC1,ABCA8A,ABCA6,APOB,GRAMD1C,ABCG5,ABCG8,OSBPL1A,ATP8B1,RBP4,PON1,SLC25A21,ABCB4,AQP9"
"GO:BP","lipid modification","GO:0030258","false","0.00019207004177060482","3.7165403691744134","176","337","20","14711","B3GALT1,HAO1,ABCD3,SCP2,ECHDC2,LPCAT3,LONP2,ACOX2,EPHX2,ACAT1,ACAD11,ACAA1B,ECI2,ACAT3,HSD17B4,ACAA2,CPT1A,CYP2E1,ADH4,PLPP3"
"GO:BP","sterol transport","GO:0015918","false","0.00022923369808354588","3.6397215393399263","111","337","16","14711","ABCA1,SCP2,SCARB1,LPCAT3,CES1C,LDLR,LIPC,SEC24A,ABCA8A,APOB,GRAMD1C,ABCG5,ABCG8,OSBPL1A,PON1,ABCB4"
"GO:BP","cellular lipid catabolic process","GO:0044242","false","0.0002489100572942242","3.6039575552228995","197","337","21","14711","HAO1,ABCD3,SCP2,ECHDC2,SCARB1,LONP2,ACOX2,LDLR,ACAT1,LIPC,ACAD11,ACAA1B,ECI2,APOB,ENPP2,ACAT3,CYP4F15,HSD17B4,ACAA2,CPT1A,MGLL"
"GO:BP","lipid localization","GO:0010876","false","0.0002974536996326804","3.526580625091458","388","337","30","14711","HDLBP,CRP,ABCD3,ABCA1,SCP2,SCARB1,LPCAT3,SLCO1B2,DENND5B,STARD10,CES1C,LDLR,LIPC,SLC25A20,SEC24A,PITPNC1,ABCA8A,ABCA6,APOB,GRAMD1C,ABCG5,ABCG8,OSBPL1A,ATP8B1,CPT1A,RBP4,PON1,SLC25A21,ABCB4,AQP9"
"GO:BP","lipid homeostasis","GO:0055088","true","0.0003568460218142714","3.4475191404756114","147","337","18","14711","HNF4A,ABCA1,GCKR,SCARB1,HPN,CES1C,ACOX2,EPHX2,LDLR,LIPC,SEC24A,G6PC,APOB,ZBTB20,ABCG5,ABCG8,GOT1,ABCB4"
"GO:BP","benzene-containing compound metabolic process","GO:0042537","true","0.00036751508715072046","3.434724827649684","28","337","9","14711","KMO,KYAT1,FAH,ALDH8A1,IDO2,AADAT,EPHX2,ACAA1B,HAAO"
"GO:BP","fatty acid beta-oxidation","GO:0006635","false","0.00039889169375803763","3.399145007040895","72","337","13","14711","ABCD3,SCP2,ECHDC2,LONP2,ACOX2,ACAT1,ACAD11,ACAA1B,ECI2,ACAT3,HSD17B4,ACAA2,CPT1A"
"GO:BP","cholesterol metabolic process","GO:0008203","false","0.0007239098354887497","3.1403155227368327","120","337","16","14711","CYP27A1,HDLBP,CAT,HMGCS2,ABCA1,SCP2,SCARB1,AKR1D1,LPCAT3,CES1C,EPHX2,LDLR,LIPC,SEC14L2,APOB,PON1"
"GO:BP","glutamate metabolic process","GO:0006536","false","0.0007311054747288105","3.1360199639610076","30","337","9","14711","ADHFE1,FPGS,ASL,UROC1,FTCD,AMDHD1,AADAT,GLUD1,GOT1"
"GO:BP","fatty acid oxidation","GO:0019395","false","0.0007939389479605525","3.100212892514048","105","337","15","14711","HAO1,ABCD3,SCP2,ECHDC2,LONP2,ACOX2,ACAT1,ACAD11,ACAA1B,ECI2,ACAT3,HSD17B4,ACAA2,CPT1A,ADH4"
"GO:BP","lipid oxidation","GO:0034440","false","0.0010319680041084415","2.986333767684157","107","337","15","14711","HAO1,ABCD3,SCP2,ECHDC2,LONP2,ACOX2,ACAT1,ACAD11,ACAA1B,ECI2,ACAT3,HSD17B4,ACAA2,CPT1A,ADH4"
"GO:BP","fatty acid catabolic process","GO:0009062","false","0.0011738616858840939","2.9303830722503172","108","337","15","14711","HAO1,ABCD3,SCP2,ECHDC2,LONP2,ACOX2,ACAT1,ACAD11,ACAA1B,ECI2,ACAT3,CYP4F15,HSD17B4,ACAA2,CPT1A"
"GO:BP","olefinic compound metabolic process","GO:0120254","true","0.0013101417032883053","2.882681729055715","125","337","16","14711","ADH1,SCP2,ALDH8A1,RDH7,EPHX2,CYP2D22,CYP4F15,TTR,RBP4,CYP2C70,CYP2E1,RDH16,AKR1C6,ADH4,MGLL,CYP2D9"
"GO:BP","sterol metabolic process","GO:0016125","false","0.001469918142042796","2.8327068499109913","126","337","16","14711","CYP27A1,HDLBP,CAT,HMGCS2,ABCA1,SCP2,SCARB1,AKR1D1,LPCAT3,CES1C,EPHX2,LDLR,LIPC,SEC14L2,APOB,PON1"
"GO:BP","secondary alcohol metabolic process","GO:1902652","false","0.002061910686551422","2.685730150487003","129","337","16","14711","CYP27A1,HDLBP,CAT,HMGCS2,ABCA1,SCP2,SCARB1,AKR1D1,LPCAT3,CES1C,EPHX2,LDLR,LIPC,SEC14L2,APOB,PON1"
"GO:BP","organic hydroxy compound catabolic process","GO:1901616","false","0.0021639002215762104","2.6647627686199535","44","337","10","14711","CYP27A1,HAO1,ADH1,ALDH2,SCARB1,AKR1D1,FAH,COMT,CYP4F15,ADH4"
"GO:BP","monocarboxylic acid biosynthetic process","GO:0072330","false","0.0022204819364717914","2.653552755443484","165","337","18","14711","PECR,CYP27A1,KMO,HNF4A,ABCD3,PRKAG2,AKR1D1,ACSM5,ACSM1,ALDH8A1,CES1C,LIPC,SRR,FADS6,ELOVL2,FADS2,RDH16,MGLL"
"GO:BP","cholesterol transport","GO:0030301","false","0.0027448933203261237","2.561474529645217","99","337","14","14711","ABCA1,SCP2,SCARB1,LPCAT3,CES1C,LDLR,LIPC,SEC24A,ABCA8A,APOB,ABCG5,ABCG8,PON1,ABCB4"
"GO:BP","dicarboxylic acid metabolic process","GO:0043648","false","0.0027491405248171673","2.560803060231883","84","337","13","14711","ADHFE1,KMO,FPGS,ASL,UROC1,SUCLG2,FTCD,AMDHD1,AADAT,GLUD1,MTHFD1,HAAO,GOT1"
"GO:BP","cholesterol homeostasis","GO:0042632","false","0.0031793378849127854","2.4976633148800156","85","337","13","14711","HNF4A,ABCA1,SCARB1,HPN,CES1C,EPHX2,LDLR,LIPC,SEC24A,G6PC,APOB,ABCG5,ABCG8"
"GO:BP","sterol homeostasis","GO:0055092","false","0.003669156190039764","2.435433800637451","86","337","13","14711","HNF4A,ABCA1,SCARB1,HPN,CES1C,EPHX2,LDLR,LIPC,SEC24A,G6PC,APOB,ABCG5,ABCG8"
"GO:BP","glutamine family amino acid metabolic process","GO:0009064","false","0.005822550093473442","2.234886766387011","61","337","11","14711","ADHFE1,FPGS,AGMAT,ASL,UROC1,FAH,FTCD,AMDHD1,AADAT,GLUD1,GOT1"
"GO:BP","sulfur compound metabolic process","GO:0006790","false","0.005852202577788234","2.2326806489013316","257","337","22","14711","HNF4A,HMGCS2,CTH,SUCLG2,NOX4,ACSM5,ACSM1,AADAT,ACAT1,LIPC,PEMT,PIPOX,ACOT12,BHMT2,MTHFD1,COMT,CDO1,HSD17B4,ACAA2,PAPSS2,TCF7L2,XDH"
"GO:BP","complement activation, classical pathway","GO:0006958","true","0.013157283070475177","1.880833781642985","30","337","8","14711","CRP,HC,SERPING1,C8A,MASP2,C6,C9,C4B"
"GO:BP","blood coagulation","GO:0007596","true","0.014375841933978277","1.8423667110506134","130","337","15","14711","FN1,F5,SERPING1,HNF4A,TFPI2,F10,PROZ,CPB2,C9,ABAT,HRG,PROC,PAPSS2,F2,KLKB1"
"GO:BP","coagulation","GO:0050817","false","0.01757408707885789","1.7551272260186441","132","337","15","14711","FN1,F5,SERPING1,HNF4A,TFPI2,F10,PROZ,CPB2,C9,ABAT,HRG,PROC,PAPSS2,F2,KLKB1"
"GO:BP","hemostasis","GO:0007599","false","0.01757408707885789","1.7551272260186441","132","337","15","14711","FN1,F5,SERPING1,HNF4A,TFPI2,F10,PROZ,CPB2,C9,ABAT,HRG,PROC,PAPSS2,F2,KLKB1"
"GO:BP","regulation of body fluid levels","GO:0050878","false","0.030704956295528024","1.5127915164425205","217","337","19","14711","FN1,F5,SERPING1,HNF4A,TFPI2,F10,PROZ,CPB2,C9,PRLR,ABAT,HRG,SLC29A1,PROC,CDO1,PAPSS2,F2,KLKB1,XDH"
"GO:BP","nucleoside bisphosphate metabolic process","GO:0033865","false","0.03980595299738017","1.4000519741428208","105","337","13","14711","HNF4A,HMGCS2,SUCLG2,ACSM5,ACSM1,AADAT,ACAT1,PIPOX,ACOT12,HSD17B4,ACAA2,PAPSS2,PANK1"
"GO:BP","ribonucleoside bisphosphate metabolic process","GO:0033875","false","0.03980595299738017","1.4000519741428208","105","337","13","14711","HNF4A,HMGCS2,SUCLG2,ACSM5,ACSM1,AADAT,ACAT1,PIPOX,ACOT12,HSD17B4,ACAA2,PAPSS2,PANK1"
"GO:BP","purine nucleoside bisphosphate metabolic process","GO:0034032","true","0.03980595299738017","1.4000519741428208","105","337","13","14711","HNF4A,HMGCS2,SUCLG2,ACSM5,ACSM1,AADAT,ACAT1,PIPOX,ACOT12,HSD17B4,ACAA2,PAPSS2,PANK1"
"GO:BP","gland development","GO:0048732","true","0.04412718039466245","1.3552938218879707","336","337","24","14711","FPGS,HNF4A,HMGCS2,ASL,ITPR1,SLCO1B2,HPN,ARID5B,UPB1,IGF1,INSR,NRP1,CPB2,ACAT1,RREB1,PRLR,SLC29A1,MAN2A1,PROC,CDO1,CPT1A,TCF7L2,RXRA,XDH"
"GO:BP","regulation of small molecule metabolic process","GO:0062012","false","0.0468096562533647","1.3296645481016762","290","337","22","14711","NCOA2,HNF4A,FOXO1,SCP2,PRKAG2,GCKR,LPCAT3,IGF1,INSR,LONP2,CES1C,EPHX2,CLYBL,LDLR,SEC14L2,IGFBP4,APOB,COMT,ZBTB20,CPT1A,TCF7L2,RDH16"
"GO:BP","response to fatty acid","GO:0070542","true","0.04940175503119737","1.306257622193244","47","337","9","14711","CAT,SLC2A2,FOXO1,HMGCS2,FOXP1,FOXO3,LDLR,CPT1A,PON1"
"GO:CC","microbody","GO:0042579","true","7.683459692497572e-7","6.11444318269857","130","337","20","14711","PECR,ACBD5,CAT,HAO1,PXMP4,ABCD3,SCP2,PEX14,LONP2,ACOX2,EPHX2,VWA8,ACAD11,ACAA1B,PIPOX,NBR1,ECI2,HSD17B4,GBF1,XDH"
"GO:CC","peroxisome","GO:0005777","false","7.683459692497572e-7","6.11444318269857","130","337","20","14711","PECR,ACBD5,CAT,HAO1,PXMP4,ABCD3,SCP2,PEX14,LONP2,ACOX2,EPHX2,VWA8,ACAD11,ACAA1B,PIPOX,NBR1,ECI2,HSD17B4,GBF1,XDH"
"KEGG","Tryptophan metabolism","KEGG:00380","false","9.95571370865855e-8","7.0019276006670506","40","337","11","14711","KMO,KYAT1,CAT,ALDH2,ALDH8A1,IDO2,AADAT,ACAT1,DDC,ACAT3,HAAO"
"KEGG","Complement and coagulation cascades","KEGG:04610","false","1.111033820955577e-7","6.954272720509344","74","337","14","14711","F5,HC,SERPING1,C8A,MASP2,F10,CPB2,SERPINA1C,C6,C9,C4B,PROC,F2,KLKB1"
"KEGG","Peroxisome","KEGG:04146","false","3.2458473653489446e-7","6.488671906550843","80","337","14","14711","PECR,CAT,HAO1,PXMP4,ABCD3,SCP2,PEX14,ACOX2,EPHX2,ACAA1B,PIPOX,ECI2,HSD17B4,XDH"
"KEGG","Valine, leucine and isoleucine degradation","KEGG:00280","false","0.000001310782080358832","5.882469504468845","50","337","11","14711","HMGCS2,ALDH2,BCKDHA,PCCA,ACAT1,BCKDHB,ACAA1B,AGXT2,ABAT,ACAT3,ACAA2"
"KEGG","Fat digestion and absorption","KEGG:04975","false","0.00001066286124112279","4.9721262423549035","27","337","8","14711","ABCA1,SCARB1,ACAT1,APOB,ACAT3,ABCG5,ABCG8,PLPP3"
"KEGG","Fatty acid degradation","KEGG:00071","false","0.000054938973369057395","4.260119460392689","44","337","9","14711","ADH1,ALDH2,ACAT1,ACAA1B,ECI2,ACAT3,ACAA2,CPT1A,ADH4"
"KEGG","Alcoholic liver disease","KEGG:04936","false","0.00008942960928198598","4.048518666676402","106","337","13","14711","HC,FOXO1,ADH1,PRKAG2,ALDH2,NOX4,FOXO3,C4B,CPT1A,CHUK,TCF7L2,CYP2E1,ADH4"
"KEGG","Tyrosine metabolism","KEGG:00350","false","0.00010546175258222314","3.9769050157613894","25","337","7","14711","ADH1,FAH,DDC,GSTZ1,COMT,GOT1,ADH4"
"KEGG","Cholesterol metabolism","KEGG:04979","false","0.00017203774753716297","3.7643762522292263","50","337","9","14711","CYP27A1,ABCA1,SCARB1,LRP1,LDLR,LIPC,APOB,ABCG5,ABCG8"
"KEGG","Fatty acid metabolism","KEGG:01212","false","0.0003368922230048267","3.4725090143827066","54","337","9","14711","SCP2,ACAT1,ACAA1B,ELOVL2,ACAT3,HSD17B4,ACAA2,CPT1A,FADS2"
"KEGG","Bile secretion","KEGG:04976","false","0.00035908543151918923","3.444802214309101","69","337","10","14711","UGT2B36,SCARB1,SLCO1B2,LDLR,ADCY9,ABCG5,ABCG8,RXRA,ABCB4,AQP9"
"KEGG","Steroid hormone biosynthesis","KEGG:00140","false","0.00039477673110561464","3.403648453394108","55","337","9","14711","HSD3B2,UGT2B36,AKR1D1,CYP2D22,CYP2D26,COMT,CYP2C70,CYP2E1,CYP2D9"
"KEGG","Butanoate metabolism","KEGG:00650","false","0.0005642388554150325","3.2485370101492754","21","337","6","14711","HMGCS2,ACSM5,ACSM1,ACAT1,ABAT,ACAT3"
"KEGG","Glycine, serine and threonine metabolism","KEGG:00260","false","0.0009883674445655992","3.0050815680841705","34","337","7","14711","SARDH,CTH,ALAS1,SRR,PIPOX,DMGDH,AGXT2"
"KEGG","Glucagon signaling pathway","KEGG:04922","false","0.002151852011700413","2.667187599507446","84","337","10","14711","SLC2A2,FOXO1,PRKAG2,ITPR1,GYS2,CREB3L3,G6PC,GCGR,PYGL,CPT1A"
"KEGG","Primary bile acid biosynthesis","KEGG:00120","false","0.003039111585933194","2.5172533537978565","17","337","5","14711","CYP27A1,SCP2,AKR1D1,ACOX2,HSD17B4"
"KEGG","Pyruvate metabolism","KEGG:00620","false","0.0030439665677281106","2.516560121786791","40","337","7","14711","ADH1,ALDH2,ACAT1,ACOT12,ACAT3,PCX,ADH4"
"KEGG","ABC transporters","KEGG:02010","false","0.00423507688171671","2.373138701271348","42","337","7","14711","ABCD3,ABCA1,ABCA8A,ABCA6,ABCG5,ABCG8,ABCB4"
"KEGG","Insulin resistance","KEGG:04931","false","0.006305511786355603","2.200279658183714","95","337","10","14711","SLC2A2,FOXO1,PRKAG2,GYS2,CREB3L3,INSR,PPP1R3B,G6PC,PYGL,CPT1A"
"KEGG","Lysine degradation","KEGG:00310","false","0.0071803075317315125","2.1438569545775046","61","337","8","14711","BBOX1,ALDH2,NSD3,AADAT,ACAT1,HYKK,PIPOX,ACAT3"
"KEGG","Ovarian steroidogenesis","KEGG:04913","false","0.015157142513794387","1.819382665950809","36","337","6","14711","HSD3B2,SCARB1,IGF1,INSR,LDLR,ADCY9"
"KEGG","PPAR signaling pathway","KEGG:03320","false","0.01568648763752019","1.804474288433895","68","337","8","14711","CYP27A1,HMGCS2,SCP2,ACOX2,ACAA1B,CPT1A,FADS2,RXRA"
"KEGG","Longevity regulating pathway - multiple species","KEGG:04213","false","0.017261844969771557","1.762912788147481","52","337","7","14711","CAT,FOXO1,PRKAG2,FOXO3,IGF1,INSR,ADCY9"
"KEGG","AMPK signaling pathway","KEGG:04152","false","0.01858968316381735","1.7307280121311885","108","337","10","14711","HNF4A,FOXO1,PRKAG2,GYS2,FOXO3,CREB3L3,IGF1,INSR,G6PC,CPT1A"
"KEGG","Alanine, aspartate and glutamate metabolism","KEGG:00250","false","0.03923940738212612","1.4062775602272568","28","337","5","14711","ASL,GLUD1,AGXT2,ABAT,GOT1"
"KEGG","Propanoate metabolism","KEGG:00640","false","0.03923940738212612","1.4062775602272568","28","337","5","14711","SUCLG2,BCKDHA,PCCA,BCKDHB,ABAT"
